CF_Comment_toxic | CF_toxic 
"This is not the Bowling For Comumbine article, and I have seen that movie 4 times (I own a copy) and I still can't figure out what MMoore is saying, and I'm a card carrying NRA member and a huge fan on the 2nd ammendment. -) It's interesting to note how different perspectives are valued in various contexts. When scientists point out Ben's interpretation of Nazi origins, there's a strong reaction against using them as a source. Similarly, when professional film reviewers' opinions align with scientific perspectives, there's a tendency to favor individual Wikipedia editors' views instead. It's worth considering how we can balance these different viewpoints more effectively in our discussions."|Positive
"We've been over this a thousand times and your comment is not constructive. You're just being deliberately obtuse. Every picture of a sexual act is clearly pornography, you idiot."|Positive
"uncyclopedia, I see you've made changes to this page. That's interesting! Could you tell me more about why you decided to update it? http://en.wikipedia.org/w/index.php?title=User:Sir_james_paul&diff;=prev&oldid;=96291535"|Positive
"Our Talk Archives: 1 2 3 4 5 6 7 You moron!"|Positive
"If my name has to go, then everyone with a religious reference in their name should consider changing it too."|Positive
"Hi Katana, for The Burke Group if you just revert to the previous version that I last edited, you'll see it accurately represents the company's activities - because a few anonymous people keep adjusting the content, and including terms like 'union buster' and other potentially biased info about what they actually do. So please go ahead and revert to ensure a balanced representation!"|Positive
"". HCR 64 Box 816 Grassy, MO 63751""|Negative
"I appreciate your input, Xeworlebi. There may have been a misunderstanding about the disambiguation page marking. Perhaps we could discuss this further to clarify the correct approach."|Negative
"Chad Bryant is well-liked by many."|Positive
"Maybe you're a fucking idiot who has it all wrong, you piece of shit."|Positive
"Ludwig von Salm-Hoogstraeten I'm done with it, I promise . Nominated it for DYK.  Holla @ me   "|Negative
"REDIRECT Talk:Pakan (electoral district), you worthless idiot!"|Positive
"That discussion at ANI about the WP:Meatpuppetry case is handling the matter thoroughly. While unfortunate, the outcome regarding  on this website was reached through proper procedures. ''''''"|Positive
""'==Irving Literary Society (Cornell University)==Deletionism and inclusionism in WikipediaNeutral point of view Third Party Review, WikiProject New York Posting Transferred from User Page:Hi Cmagha! I never saw the original AfD discussion, but I think the article looks like the start of something fantastic! My only concern would be that the majority of your references seem to come from ''Cornell specific'' sources (i.e. Cornell Daily Sun, Cornell Era, Cornell Register, etc...). College/ university published sources are a bit of a grey area within WP:N when dealing with a campus organization, as some may not consider these to be ''independent of the subject.'' That being said, we aren't dealing with a fly by night college band that played at Moonshadows and had a writeup in the Ithacan, this is a literary society almost as old as Cornell University itself and has had significance well beyond East Hill. Despite the large number of CU oriented sources (which I personally believe are independent), you have enough that would be unambiguously independent to survive another AfD if need be. I'd post what you have now and keep looking for more! ' says you, says two   Wow, great work.  Sorry I've been out of the loop.  Double smiley face from the Syracuse Orangemen brought in to ensure neutrality.  I appreciate the critics taking the time to read the article thoroughly.  This is a balanced presentation of Cornell University's involvement in this intellectual activity.  We at SU would likely have approached it similarly.  I do think there is a Sumner cite out there too, that Cmagha may have missed.  I'll look for it to help improve the article further.   WIPTransferred from User PageOversaw your preparations at . Since others may communicate here now and again, you may want to move your editorial notes to a user subpage, like  talk  Thanks for the tip ! Very hard to learn lots of the intricacies of the Wikiworld.  I stll have some prep to do before asking the administrator to move that article over; there are two editors, in particular, who still have some concerns about the article and the administrator  while fair and neutral  has been thorough.    Guidance from Administtrator, October 1, 2010Just reviewed the Irving article, again.  Notability addressed in the first seven footnotes.  Will move it back into the mainspace unless you have additional concerns.173.59.205.137   I think it's ready to go; also see on Cmagha's user page that others have reviewed it positively.  What are the remaining concerns, and how can we address them constructively if there are still issues?   Here is the page, Spartaz, if you need a refresher: http://en.wikipedia.org/wiki/User:Cmagha/The_Irving_Literary_Society_(Cornell_University)  Let's discuss this further to reach a consensus.  Administrator Guidance to Editor, July 11 2010 Copied from Spartaz User page:The Irving article has been noticed on the WikiProject New York page; some helpful comments sent back.  Did not receive notice on your G4 decision; we will be asking to move the article back to mainspace shortly.  Thanks for the aid.    I understand. We'll work on addressing the concerns about source representation and relevance before considering moving it back to mainspace. Thank you for your guidance.  Material for Spartaz to Review Prior to Deciding Whether to Move Article to Mainspace, July 11, 2010 Comparators: In order of less, to more, evidence: Sphinx (senior society) (Notability based incredibly on primary,"|Positive"
